INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2330', '2021/01/04', '39489959', '21127581248', 530.000000, 540.000000, 528.000000, 536.000000, 6.000000, '33316')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/01/13', '69030914', '3135964011', 45.700000, 45.900000, 45.150000, 45.400000, 0.250000, '26615')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/01/16', '68041885', '3061599314', 45.250000, 45.550000, 44.600000, 44.900000, -0.500000, '25705')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/01/17', '124003475', '5661857963', 44.950000, 46.000000, 44.850000, 45.950000, 1.050000, '45790')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/01/30', '264740891', '12748197712', 47.950000, 48.800000, 47.500000, 48.800000, 2.850000, '96637')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/01/31', '138536178', '6748580860', 48.300000, 49.100000, 47.900000, 48.800000, 0.000000, '47072')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/01', '115133990', '5676797136', 49.500000, 49.500000, 48.950000, 49.250000, 0.450000, '45846')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/02', '114098694', '5730356073', 50.000000, 50.500000, 50.000000, 50.400000, 1.150000, '44107')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/03', '63139735', '3163235859', 50.200000, 50.400000, 50.000000, 50.100000, -0.300000, '21605')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/06', '64022562', '3163818104', 49.700000, 49.800000, 49.050000, 49.050000, -1.050000, '28093')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/07', '55344450', '2709590667', 48.550000, 49.450000, 48.350000, 49.150000, 0.100000, '20640')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/08', '92301107', '4647328373', 49.800000, 50.700000, 49.750000, 50.500000, 1.350000, '36033')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/09', '55013417', '2778495665', 49.850000, 50.900000, 49.800000, 50.500000, 0.000000, '21136')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/10', '62497880', '3169633970', 50.500000, 51.200000, 50.200000, 50.800000, 0.300000, '21222')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/13', '58753295', '2920820798', 50.200000, 50.200000, 49.150000, 49.750000, -1.050000, '26853')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/14', '38211905', '1924064878', 50.200000, 50.700000, 50.000000, 50.400000, 0.650000, '17265')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/15', '54208787', '2714131760', 49.900000, 50.600000, 49.750000, 49.900000, -0.500000, '22480')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/16', '56382709', '2830062444', 50.400000, 50.500000, 49.700000, 50.100000, 0.200000, '18795')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/17', '37823237', '1885469130', 49.650000, 50.200000, 49.350000, 50.000000, -0.100000, '16629')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/20', '47031722', '2373924328', 50.000000, 50.800000, 49.800000, 50.500000, 0.500000, '19531')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/21', '28867482', '1458242210', 50.400000, 50.700000, 50.200000, 50.600000, 0.100000, '9403')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/22', '56737182', '2812290278', 49.500000, 49.800000, 49.400000, 49.550000, -1.050000, '20144')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/23', '69948050', '3513685626', 49.900000, 50.500000, 49.750000, 50.200000, 0.650000, '28773')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/02/24', '63974513', '3217880652', 50.700000, 50.800000, 49.950000, 49.950000, -0.250000, '21706')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/01', '93839862', '4759022249', 49.000000, 51.700000, 48.950000, 51.300000, 1.350000, '32325')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/02', '40281967', '2049318699', 51.100000, 51.200000, 50.500000, 50.700000, -0.600000, '19066')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/03', '37402848', '1922368482', 51.300000, 51.700000, 51.200000, 51.300000, 0.600000, '16100')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/06', '53518724', '2775164452', 52.000000, 52.100000, 51.400000, 51.900000, 0.600000, '22144')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/07', '43527496', '2242610835', 51.500000, 51.900000, 51.000000, 51.600000, -0.300000, '18655')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/08', '50186671', '2600565303', 51.400000, 52.100000, 51.100000, 52.100000, 0.500000, '21738')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/09', '102359028', '5411372841', 52.500000, 53.200000, 52.400000, 52.500000, 0.400000, '37028')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2303', '2023/03/10', '46938564', '2435873991', 52.000000, 52.300000, 51.600000, 52.000000, -0.500000, '22225')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/04', '8022757', '876444280', 109.000000, 109.500000, 109.000000, 109.000000, 0.000000, '3676')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/05', '6176722', '674179757', 109.000000, 109.500000, 108.500000, 109.500000, 0.500000, '2977')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/06', '9003411', '981592305', 109.000000, 109.500000, 108.500000, 109.500000, 0.000000, '4931')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/07', '5445667', '594480394', 109.000000, 109.500000, 109.000000, 109.000000, -0.500000, '3787')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/08', '11533683', '1262573837', 109.000000, 110.000000, 109.000000, 110.000000, 1.000000, '6194')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/11', '14095893', '1556172671', 110.000000, 111.000000, 109.500000, 111.000000, 1.000000, '7029')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/12', '9262639', '1028189975', 111.000000, 111.500000, 110.500000, 111.000000, 0.000000, '4352')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/13', '10047070', '1118733173', 111.000000, 111.500000, 111.000000, 111.500000, 0.500000, '6251')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/14', '6254032', '698809455', 111.500000, 112.000000, 111.500000, 112.000000, 0.500000, '3483')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/15', '7883392', '879882359', 112.000000, 112.500000, 111.000000, 111.000000, -1.000000, '4346')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/18', '5316014', '591133245', 111.000000, 111.500000, 111.000000, 111.000000, 0.000000, '3207')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/19', '5330628', '592670262', 111.000000, 111.500000, 111.000000, 111.000000, 0.000000, '3289')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/20', '16123429', '1766767279', 110.500000, 111.000000, 109.000000, 109.000000, -2.000000, '8591')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/21', '10792150', '1178412533', 109.000000, 110.000000, 108.500000, 108.500000, -0.500000, '4463')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/22', '8747144', '950075254', 109.000000, 109.000000, 108.500000, 108.500000, 0.000000, '5304')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/25', '8309911', '906974150', 108.500000, 109.500000, 108.500000, 109.000000, 0.500000, '3838')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/26', '7493306', '814218478', 109.000000, 109.500000, 108.500000, 108.500000, -0.500000, '4751')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/27', '8272693', '902313095', 109.000000, 109.500000, 108.500000, 109.000000, 0.500000, '3842')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/28', '10511343', '1142809502', 109.000000, 109.500000, 108.000000, 109.000000, 0.000000, '4825')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/01/29', '12488478', '1351883452', 108.500000, 109.000000, 108.000000, 108.000000, -1.000000, '5532')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/01', '10320192', '1124171553', 108.500000, 109.500000, 108.000000, 109.000000, 1.000000, '4642')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/02', '5436724', '591152602', 108.500000, 109.000000, 108.500000, 109.000000, 0.000000, '3063')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/03', '7957893', '865353326', 108.500000, 109.000000, 108.000000, 109.000000, 0.000000, '3070')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/04', '8634837', '935219268', 108.500000, 109.000000, 108.000000, 108.000000, -1.000000, '4044')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/05', '6938077', '751747826', 108.500000, 109.000000, 108.000000, 108.500000, 0.500000, '3867')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/17', '12888297', '1400238066', 109.000000, 109.000000, 108.000000, 108.500000, 0.000000, '7238')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/18', '9196100', '998839485', 108.500000, 109.000000, 108.000000, 108.500000, 0.000000, '5369')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/19', '8841583', '961836174', 108.500000, 109.000000, 108.500000, 109.000000, 0.500000, '4007')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/22', '9460286', '1028451456', 109.000000, 109.000000, 108.500000, 108.500000, -0.500000, '5717')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/23', '11844545', '1290281198', 108.500000, 109.500000, 108.500000, 109.500000, 1.000000, '6371')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/24', '9063460', '994046614', 109.500000, 110.000000, 109.500000, 109.500000, 0.000000, '3413')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/25', '13557827', '1490954562', 110.000000, 110.500000, 109.500000, 110.500000, 1.000000, '7203')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/02/26', '17815908', '1958535032', 110.500000, 111.000000, 109.000000, 109.500000, -1.000000, '5738')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/02', '8483179', '931651687', 110.000000, 110.500000, 109.500000, 109.500000, 0.000000, '3346')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/03', '13720148', '1509816528', 110.000000, 110.500000, 109.500000, 109.500000, 0.000000, '5524')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/04', '11399517', '1248945254', 110.000000, 110.500000, 109.000000, 109.500000, 0.000000, '4456')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/05', '7447337', '816976263', 109.500000, 110.000000, 109.000000, 110.000000, 0.500000, '3930')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/08', '11185758', '1232086725', 110.500000, 111.000000, 109.500000, 110.000000, 0.000000, '4607')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/09', '6252786', '689886778', 110.500000, 111.000000, 110.000000, 110.500000, 0.500000, '3377')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/10', '5164962', '569808297', 110.500000, 111.000000, 110.000000, 110.500000, 0.000000, '3223')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/11', '7771663', '858830080', 110.500000, 111.000000, 110.000000, 111.000000, 0.500000, '3483')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/12', '3476424', '384973054', 111.000000, 111.000000, 110.500000, 111.000000, 0.000000, '2896')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/15', '4972386', '549328463', 110.500000, 111.000000, 110.000000, 110.500000, -0.500000, '3163')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/16', '5479795', '606528303', 110.500000, 111.000000, 110.500000, 110.500000, 0.000000, '3514')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/17', '10073880', '1113816255', 110.500000, 111.000000, 110.000000, 110.500000, 0.000000, '4948')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/18', '6058762', '671192966', 110.500000, 111.000000, 110.500000, 111.000000, 0.500000, '3779')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/19', '18081756', '1990759019', 110.500000, 111.000000, 110.000000, 110.000000, -1.000000, '5419')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/22', '6105179', '673329859', 110.500000, 110.500000, 110.000000, 110.500000, 0.500000, '3668')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/23', '5515105', '610649498', 110.500000, 111.000000, 110.500000, 111.000000, 0.500000, '3325')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/24', '5244085', '581029326', 111.000000, 111.000000, 110.500000, 111.000000, 0.000000, '3291')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/25', '7969652', '886812236', 111.000000, 111.500000, 110.500000, 111.500000, 0.500000, '4191')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/26', '6403678', '712127478', 111.500000, 111.500000, 111.000000, 111.500000, 0.000000, '4283')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/29', '6261309', '699443107', 111.500000, 112.000000, 111.000000, 112.000000, 0.500000, '4045')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/30', '9244606', '1031846539', 112.000000, 112.000000, 111.000000, 111.500000, -0.500000, '4724')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/03/31', '14972033', '1671193839', 111.500000, 112.000000, 111.000000, 111.500000, 0.000000, '6056')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/01', '6740101', '751802681', 111.500000, 112.000000, 111.000000, 111.500000, 0.000000, '2557')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/06', '9341521', '1043771539', 111.500000, 112.000000, 111.000000, 112.000000, 0.500000, '3805')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/07', '10886200', '1221506719', 112.000000, 112.500000, 112.000000, 112.000000, 0.000000, '4254')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/08', '10448194', '1165555240', 112.000000, 112.500000, 111.000000, 111.000000, -1.000000, '4689')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/09', '13032865', '1453850770', 111.500000, 112.000000, 111.000000, 112.000000, 1.000000, '3250')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/12', '8757741', '974713870', 111.500000, 112.000000, 111.000000, 111.000000, -1.000000, '3985')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/13', '6059380', '676842982', 111.500000, 112.000000, 111.000000, 112.000000, 1.000000, '2994')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/14', '33443011', '3780256408', 111.500000, 114.000000, 111.500000, 113.000000, 1.000000, '12522')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/15', '14842620', '1685137432', 113.000000, 114.000000, 113.000000, 114.000000, 1.000000, '5137')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/16', '11145692', '1270593189', 114.000000, 114.500000, 113.500000, 114.000000, 0.000000, '4672')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/19', '8096199', '924826547', 114.000000, 114.500000, 113.500000, 114.500000, 0.500000, '4366')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/20', '8448533', '969846836', 114.500000, 115.000000, 114.000000, 115.000000, 0.500000, '4286')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/21', '8731707', '998561986', 115.000000, 115.000000, 114.000000, 114.500000, -0.500000, '4412')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/22', '10113479', '1155744543', 114.000000, 115.000000, 114.000000, 114.500000, 0.000000, '4523')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/23', '6008121', '685420144', 114.500000, 114.500000, 113.500000, 114.000000, -0.500000, '3041')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/26', '7984617', '908708383', 114.000000, 114.000000, 113.500000, 114.000000, 0.000000, '4295')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/27', '9052808', '1027280477', 114.000000, 114.000000, 113.000000, 114.000000, 0.000000, '4917')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/28', '8236811', '934603322', 114.000000, 114.000000, 113.000000, 114.000000, 0.000000, '3880')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/04/29', '4395048', '500211693', 113.500000, 114.000000, 113.000000, 114.000000, 0.000000, '1848')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/03', '8922642', '1009923266', 113.500000, 114.000000, 113.000000, 113.000000, -1.000000, '4774')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/04', '16564013', '1875496023', 113.500000, 114.000000, 112.000000, 112.500000, -0.500000, '7324')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/05', '8427612', '919659993', 112.500000, 113.000000, 112.000000, 112.000000, -0.500000, '2812')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/06', '6075496', '684808368', 112.500000, 113.000000, 112.500000, 113.000000, 1.000000, '2089')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/07', '3789759', '429326621', 113.000000, 113.500000, 113.000000, 113.500000, 0.500000, '1923')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/10', '5860314', '666016189', 114.000000, 114.000000, 113.000000, 114.000000, 0.500000, '2099')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/11', '11134649', '1268648051', 113.500000, 114.500000, 113.000000, 114.500000, 0.500000, '5524')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/12', '28105749', '3164511238', 114.000000, 114.500000, 108.500000, 112.500000, -2.000000, '9312')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/13', '14032730', '1565570874', 112.000000, 112.500000, 111.000000, 111.000000, -1.500000, '6919')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/14', '11044619', '1244396946', 111.500000, 113.500000, 111.000000, 113.500000, 2.500000, '3618')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/17', '10119521', '1137432673', 112.000000, 113.500000, 111.500000, 112.500000, -1.000000, '4597')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/18', '12191840', '1375373980', 112.000000, 113.500000, 112.000000, 113.500000, 1.000000, '2738')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/19', '4735767', '534379005', 113.000000, 113.500000, 112.500000, 112.500000, -1.000000, '2415')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/20', '8454222', '955386269', 112.500000, 113.500000, 112.000000, 113.500000, 1.000000, '3107')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/21', '12701109', '1447252095', 113.500000, 114.500000, 113.500000, 114.500000, 1.000000, '3844')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/24', '7474259', '825076289', 113.500000, 113.500000, 112.500000, 113.000000, -1.500000, '2892')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/25', '5988587', '680435601', 113.000000, 114.000000, 113.000000, 114.000000, 1.000000, '2379')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/26', '4988672', '565645430', 113.500000, 114.000000, 113.000000, 113.000000, -1.000000, '1976')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/27', '25269697', '2835812459', 113.500000, 113.500000, 112.000000, 112.000000, -1.000000, '5093')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/28', '6806221', '770411816', 113.000000, 113.500000, 112.500000, 113.000000, 1.000000, '2813')
INSERT INTO [dbo].[historyPriceInfo] (stock_code, date, tv, t, o, h, l, c, d, v) VALUES ('2412', '2021/05/31', '5823926', '660860480', 113.500000, 114.000000, 113.000000, 113.500000, 0.500000, '3220')
